CustomerID,Recency,Frequency,Monetary,Frequency_log,Monetary_log
12513,113,1,612.29,0.6931471805599453,6.418837907265026
12514,267,2,1597.76,1.0986122886681098,7.3769836077601205
12515,353,1,383.7,0.6931471805599453,5.95246380975825
12516,78,4,2648.62,1.6094379124341003,7.882171512471631
12517,28,5,2481.6,1.791759469228055,7.817061677081847
12518,1,5,2056.89,1.791759469228055,7.629436465014086
12519,64,2,716.54,1.0986122886681098,6.575828695208771
12520,79,5,2634.26,1.791759469228055,7.876737127834484
12521,143,1,599.68,0.6931471805599453,6.39806234681208
12522,39,2,192.72,1.0986122886681098,5.266413817535028
12523,19,23,4352.35,3.1780538303479458,8.378700942638904
12524,9,17,11126.11,2.8903717578961645,9.317139751972052
12525,498,3,973.73,1.3862943611198906,6.882160509570649
12526,1,3,1316.66,1.3862943611198906,7.183612715167257
12527,82,5,735.51,1.791759469228055,6.601922813543027
12528,9,6,1933.48,1.9459101490553132,7.567593835498341
12529,528,1,316.48,0.6931471805599453,5.760414824222675
12530,60,9,3759.26,2.302585092994046,8.232243382929433
12531,15,2,1933.2,1.0986122886681098,7.567449083282863
12532,30,1,349.83,0.6931471805599453,5.860301775655642
12533,628,2,1367.89,1.0986122886681098,7.221755471439273
12534,131,1,1089.18,0.6931471805599453,6.9940980992041535
12535,92,2,716.35,1.0986122886681098,6.575563866544399
12536,43,3,12601.83,1.3862943611198906,9.441676670894656
12537,409,1,732.94,0.6931471805599453,6.598427281404094
12538,29,2,640.45,1.0986122886681098,6.463731238695349
12539,22,7,11214.75,2.0794415416798357,9.325074319439649
12540,20,33,22254.49,3.5263605246161616,10.010343998731724
12541,30,3,981.18,1.3862943611198906,6.889774590946187
12542,484,2,481.88,1.0986122886681098,6.179768175579484
12543,448,1,980.25,0.6931471805599453,6.888827269096618
12544,36,1,372.7,0.6931471805599453,5.923453336491439
12545,75,2,1000.39,1.0986122886681098,6.9091443138264115
12546,47,2,1161.5,1.0986122886681098,7.058328137461511
12547,198,3,383.58,1.3862943611198906,5.952151829722441
12548,166,1,95.2,0.6931471805599453,4.566429357671661
12549,576,6,1575.68,1.9459101490553132,7.363076649441731
12550,79,1,964.83,0.6931471805599453,6.872987835288763
12551,358,1,168.0,0.6931471805599453,5.1298987149230735
12552,39,2,437.82,1.0986122886681098,6.084089306213804
12553,8,12,4608.75,2.5649493574615367,8.435928904585275
12554,449,1,468.5,0.6931471805599453,6.1516682986483175
12555,682,1,129.23,0.6931471805599453,4.869302117979612
12556,50,2,599.56,1.0986122886681098,6.397862553264747
12557,16,8,18096.14,2.1972245773362196,9.803509193719131
12558,8,1,269.96,0.6931471805599453,5.601971208509516
12559,311,2,561.71,1.0986122886681098,6.33276439774036
12560,5,3,2134.01,1.3862943611198906,7.666226609492505
12561,303,1,238.85,0.6931471805599453,5.480013727948073
12562,8,9,4966.92,2.302585092994046,8.510756520424078
12563,409,1,249.24,0.6931471805599453,5.522420457356946
12564,261,1,456.9,0.6931471805599453,6.12665081966305
12565,289,1,145.92,0.6931471805599453,4.989888220951467
12566,86,1,351.65,0.6931471805599453,5.865476063654188
12567,23,15,11767.48,2.772588722239781,9.37318005002864
12568,645,1,70.0,0.6931471805599453,4.2626798770413155
12569,2,32,4124.69,3.4965075614664802,8.324988557507531
12570,682,1,77.52,0.6931471805599453,4.3633533694082605
12571,40,2,519.61,1.0986122886681098,6.255001200981438
12572,9,2,1020.42,1.0986122886681098,6.928949094989139
12573,227,5,717.41,1.791759469228055,6.577040436712936
12574,316,1,218.45,0.6931471805599453,5.391124416134243
12575,457,2,622.82,1.0986122886681098,6.435861865217934
12576,36,8,2142.72,2.1972245773362196,7.670297916647234
12577,35,8,1617.1,2.1972245773362196,7.389007900405763
12578,21,4,4642.45,1.6094379124341003,8.443212903418239
12579,78,1,440.42,0.6931471805599453,6.0899968031722285
12580,247,2,1052.9,1.0986122886681098,6.960252847939891
12581,40,1,197.71,0.6931471805599453,5.291846475417725
12582,239,4,1980.4,1.6094379124341003,7.59155894453893
12583,3,27,13591.58,3.332204510175204,9.517279334601431
12584,4,9,2338.15,2.302585092994046,7.757542894498013
12585,234,2,2040.1,1.0986122886681098,7.621244157199997
12586,17,4,2062.67,1.6094379124341003,7.632241230097758
12587,8,1,144.0,0.6931471805599453,4.976733742420574
12588,39,4,958.78,1.6094379124341003,6.866704091532522
12589,29,8,4695.66,2.1972245773362196,8.454606896777193
12590,211,2,9864.26,1.0986122886681098,9.196774773912752
12591,317,3,1338.95,1.3862943611198906,7.200387578815958
12592,92,5,2582.66,1.791759469228055,7.856962277297855
12593,109,3,418.1,1.3862943611198906,6.038109554931026
12594,38,15,5090.11,2.772588722239781,8.535251160425936
12595,505,1,299.02,0.6931471805599453,5.703849139100744
12596,51,2,618.27,1.0986122886681098,6.428541364981557
12597,19,4,3811.22,1.6094379124341003,8.245966975595675
12598,10,11,4534.09,2.4849066497880004,8.419600207997298
12599,29,13,2296.72,2.6390573296152584,7.739672605902305
12600,29,21,4967.42,3.091042453358316,8.510857161102722
12601,190,6,681.26,1.9459101490553132,6.525410816864686
12602,59,1,153.12,0.6931471805599453,5.037731519757957
12603,22,1,739.2,0.6931471805599453,6.606920419952056
12604,79,2,254.18,1.0986122886681098,5.541969178493598
12605,376,4,1232.95,1.6094379124341003,7.117975685005857
12606,682,1,21.0,0.6931471805599453,3.091042453358316
12607,60,1,1579.51,0.6931471805599453,7.3655028587473295
12608,405,1,415.79,0.6931471805599453,6.03258249782888
12609,78,9,3435.86,2.302585092994046,8.14231354282266
12610,23,5,2099.54,1.791759469228055,7.6499497335130995
12611,52,1,1193.32,0.6931471805599453,7.085332264745334
12612,74,1,704.04,0.6931471805599453,6.558254538791405
12613,57,10,6817.37,2.3978952727983707,8.827375719339203
12614,278,1,315.6,0.6931471805599453,5.757639147446912
12615,2,8,5740.98,2.1972245773362196,8.655559377568013
12616,95,3,1131.1,1.3862943611198906,7.031829594084064
12617,29,1,352.98,0.6931471805599453,5.869240414362608
12618,22,1,177.31,0.6931471805599453,5.183523608545955
12619,16,10,3781.38,2.3978952727983707,8.238108720109691
12620,15,3,1339.41,1.3862943611198906,7.20073081629489
12621,2,35,24311.2,3.58351893845611,10.098733560953052
12622,232,1,180.1,0.6931471805599453,5.199049364889368
12623,276,7,3747.84,2.0794415416798357,8.229201737777698
12624,106,2,641.13,1.0986122886681098,6.464790775403018
12625,212,4,5164.88,1.6094379124341003,8.549830744582277
12626,23,9,6620.48,2.302585092994046,8.798074188898816
12627,11,7,4478.53,2.0794415416798357,8.407273409191232
12628,4,3,786.46,1.3862943611198906,6.668812575758953
12629,386,2,1558.22,1.0986122886681098,7.3519409752019005
12630,10,2,1270.88,1.0986122886681098,7.1482513998271635
12631,57,6,3481.57,1.9459101490553132,8.155525805954461
12632,521,2,804.88,1.0986122886681098,6.691934848047708
12633,59,7,5678.16,2.0794415416798357,8.644558613454844
12634,536,2,490.0,1.0986122886681098,6.19644412779452
12635,90,4,2930.41,1.6094379124341003,7.983238814926674
12636,739,1,141.0,0.6931471805599453,4.955827057601261
12637,67,12,8283.81,2.5649493574615367,9.02217899658623
12638,33,2,921.49,1.0986122886681098,6.827076535747527
12639,239,3,1312.37,1.3862943611198906,7.180351632015873
12640,24,3,1174.58,1.3862943611198906,7.06951692181073
12641,115,1,185.9,0.6931471805599453,5.230573714461517
12642,25,3,1013.26,1.3862943611198906,6.9219145615400475
12643,128,12,8304.82,2.5649493574615367,9.024711752874731
12644,130,4,1918.49,1.6094379124341003,7.559814804737258
12645,34,8,3539.3,2.1972245773362196,8.171966748299813
12646,5,2,1346.97,1.0986122886681098,7.206355036031724
12647,22,36,16955.55,3.6109179126442243,9.738409468841958
12648,155,4,1112.0,1.6094379124341003,7.014814351275545
12649,107,8,2294.65,2.1972245773362196,7.738771306795058
12650,3,1,314.44,0.6931471805599453,5.753968489569372
12651,335,4,377.75,1.6094379124341003,5.9368763568235785
12652,331,2,1017.03,1.0986122886681098,6.925624666224383
12653,149,3,4160.83,1.3862943611198906,8.333710160372133
12654,11,5,601.98,1.791759469228055,6.401884028681278
12655,424,1,261.35,0.6931471805599453,5.569679490132721
12656,17,8,6407.83,2.1972245773362196,8.765432005953489
12657,11,4,1643.18,1.6094379124341003,7.4049970586737315
12658,19,1,686.05,0.6931471805599453,6.532407069777784
12659,30,1,91.68,0.6931471805599453,4.529152699564175
12660,11,1,245.1,0.6931471805599453,5.50573795739701
12661,436,1,162.0,0.6931471805599453,5.093750200806762
12662,1,20,6726.54,3.044522437723423,8.81396482832846
12663,625,2,239.4,1.0986122886681098,5.4823042026610525
12664,8,11,6070.04,2.4849066497880004,8.711285203809107
12665,325,3,313.6,1.3862943611198906,5.751301990624177
12666,394,1,1248.42,0.6931471805599453,7.130434722615036
12667,58,1,620.13,0.6931471805599453,6.431540399799522
12668,12,10,11383.03,2.3978952727983707,9.339966775043798
12669,151,3,2744.03,1.3862943611198906,7.917547282845659
12670,10,7,3760.29,2.0794415416798357,8.232517262650086
12671,606,1,2622.48,0.6931471805599453,7.872256959693859
12672,330,2,437.05,1.0986122886681098,6.082333059112373
12673,5,3,1230.02,1.3862943611198906,7.115598373006169
12674,39,4,1970.6,1.6094379124341003,7.586600674831223
12675,554,2,957.25,1.0986122886681098,6.865108704260664
12676,25,11,2843.09,2.4849066497880004,7.952998435992042
12677,555,2,395.1,1.0986122886681098,5.981666704627871
12678,42,21,34281.18,3.091042453358316,10.44238096462203
12679,59,4,1113.02,1.6094379124341003,7.015730373647435
12680,1,4,880.81,1.6094379124341003,6.781976613299544
12681,15,45,29834.76,3.828641396489095,10.303462953068978
12682,4,52,22950.22,3.970291913552122,10.041126373117194
12683,4,21,11633.7,3.091042453358316,9.361747291132378
12684,8,7,2283.63,2.0794415416798357,7.733959364615189
12685,28,6,2863.08,1.9459101490553132,7.960002460651312
12686,372,1,89.14,0.6931471805599453,4.501364017262502
12687,481,2,2138.91,1.0986122886681098,7.668519051056749
12688,114,1,4873.81,0.6931471805599453,8.491836408313453
12689,26,2,1247.61,1.0986122886681098,7.1297862115656185
12690,206,1,389.01,0.6931471805599453,5.966172379820607
12691,28,7,1170.4,2.0794415416798357,7.065954893655682
12692,637,1,110.95,0.6931471805599453,4.718052343044764
12693,127,7,1703.02,2.0794415416798357,7.4407454444095835
12694,70,3,1843.35,1.3862943611198906,7.519882190878127
12695,7,7,1407.12,2.0794415416798357,7.2500107603590775
12696,435,2,851.91,1.0986122886681098,6.748654031960281
12697,29,3,957.59,1.3862943611198906,6.865463454791294
12698,590,1,339.75,0.6931471805599453,5.831149070576642
12699,418,1,638.11,0.6931471805599453,6.460076583537422
12700,8,4,4939.99,1.6094379124341003,8.505320994961897
12701,80,6,2446.41,1.9459101490553132,7.802785601512003
12702,20,1,219.0,0.6931471805599453,5.393627546352362
12703,71,4,1006.53,1.6094379124341003,6.915257070052459
12704,7,8,2340.84,2.1972245773362196,7.758692224146705
12705,15,14,11762.1,2.70805020110221,9.372722792156985
12707,292,1,603.42,0.6931471805599453,6.404269320519532
12708,30,18,5117.66,2.9444389791664403,8.540647965029224
12709,15,34,30291.76,3.5553480614894135,10.31866401905143
12710,97,3,1149.02,1.3862943611198906,7.047534612510416
12711,612,2,1339.05,1.0986122886681098,7.200462205681664
12712,29,21,6723.03,3.091042453358316,8.813442956148535
12713,1,1,848.55,0.6931471805599453,6.744706797531768
12714,9,12,14093.71,2.5649493574615367,9.553554828664682
12715,106,1,343.36,0.6931471805599453,5.841687621789754
12716,4,2,1053.49,1.0986122886681098,6.960812516706486
12717,151,3,1308.91,1.3862943611198906,7.17771371154501
12718,71,1,238.25,0.6931471805599453,5.477509030333064
12719,5,2,644.95,1.0986122886681098,6.47072210140631
12720,3,30,7787.28,3.4339872044851463,8.960375318593623
12721,32,8,4013.08,2.1972245773362196,8.297563459401823
12722,85,4,997.63,1.6094379124341003,6.906384339674138
12723,4,5,725.07,1.791759469228055,6.587646428909591
12724,5,7,2317.52,2.0794415416798357,7.748684330061293
12725,371,4,2266.76,1.6094379124341003,7.72654783914248
12726,28,11,4014.6,2.4849066497880004,8.297942054817371
12727,11,10,5679.53,2.3978952727983707,8.644799817221259
12728,71,5,1070.17,1.791759469228055,6.97650678801018
12729,114,1,453.01,0.6931471805599453,6.118119224230488
12730,522,1,829.25,0.6931471805599453,6.721726860256856
12731,24,17,25775.71,2.8903717578961645,10.157226650040503
12732,180,1,236.26,0.6931471805599453,5.469156586232957
12733,234,4,2424.87,1.6094379124341003,7.793945501918165
12734,353,3,639.65,1.3862943611198906,6.462483285955585
12735,315,2,779.57,1.0986122886681098,6.660024422032584
12736,333,1,234.0,0.6931471805599453,5.459585514144159
12737,499,2,3710.5,1.0986122886681098,8.219191386557602
12738,372,1,155.35,0.6931471805599453,5.05209708390385
12739,78,4,2726.73,1.6094379124341003,7.911225040458104
12740,64,1,427.6,0.6931471805599453,6.060524083039477
12741,529,2,406.07,1.0986122886681098,6.008985160825971
12742,626,1,1201.52,0.6931471805599453,7.092174633858238
12743,134,2,540.13,1.0986122886681098,6.293659545728696
12744,52,11,25317.06,2.4849066497880004,10.139273254049405
12745,487,3,925.41,1.3862943611198906,6.8313169012337
12746,541,1,254.55,0.6931471805599453,5.543418085214289
12747,2,26,8898.48,3.295836866004329,9.093748127047018
12748,1,336,53539.64,5.820082930352362,10.888196270682391
12749,4,9,6897.36,2.302585092994046,8.839038981175287
12750,129,1,275.88,0.6931471805599453,5.623584199327089
12751,445,1,268.27,0.6931471805599453,5.595714593686387
12752,81,1,4366.78,0.6931471805599453,8.38201014985595
12753,23,6,21429.39,1.9459101490553132,9.972565287088774
12754,236,3,3010.74,1.3862943611198906,8.010273263812737
12755,281,11,5236.26,2.4849066497880004,8.563553739791448
12756,87,1,112.08,0.6931471805599453,4.72809553282539
12757,16,13,7834.65,2.6390573296152584,8.966439112421154
12758,117,7,9903.24,2.0794415416798357,9.200718227264051
12759,52,8,5020.74,2.1972245773362196,8.521531766174993
12760,456,1,347.8,0.6931471805599453,5.8544986920348245
12761,458,2,782.95,1.0986122886681098,6.664345242806459
12762,8,2,1898.52,1.0986122886681098,7.549356501658852
12763,138,2,494.08,1.0986122886681098,6.204719365671822
12764,317,1,1693.88,0.6931471805599453,7.435367220848186
12765,472,6,1404.58,1.9459101490553132,7.248205307972568
12766,4,9,8918.99,2.302585092994046,9.096050104497193
12767,376,1,949.82,0.6931471805599453,6.857324770182772
12768,451,1,168.69,0.6931471805599453,5.133973242984735
12769,239,1,1143.6,0.6931471805599453,7.042810509975002
12770,211,2,3246.45,1.0986122886681098,8.085625351967414
12771,486,1,282.3,0.6931471805599453,5.646506406836471
12772,60,1,892.47,0.6931471805599453,6.795112758210396
12773,564,1,124.25,0.6931471805599453,4.830311739964974
12774,536,1,98.7,0.6931471805599453,4.602165676967792
12775,17,7,1686.12,2.0794415416798357,7.430778212203509
12776,668,1,55.5,0.6931471805599453,4.034240638152395
12777,458,1,519.45,0.6931471805599453,6.254693821961477
12778,20,9,1775.68,2.302585092994046,7.482501733154052
12779,38,14,6474.11,2.70805020110221,8.775720874840426
12780,599,1,337.4,0.6931471805599453,5.824228627732068
12781,64,2,826.74,1.0986122886681098,6.718699095412067
12782,5,11,4618.24,2.4849066497880004,8.437985468379317
12783,2,6,2225.91,1.9459101490553132,7.708370253328926
12784,9,3,1763.15,1.3862943611198906,7.475424266965155
12785,364,3,1100.4,1.3862943611198906,7.004337376828381
12786,610,1,728.5,0.6931471805599453,6.592359367962841
12787,10,4,862.18,1.6094379124341003,6.760623244074023
12788,463,4,444.9,1.6094379124341003,6.100094711633431
12789,65,3,273.35,1.3862943611198906,5.614404663504985
12790,192,2,591.85,1.0986122886681098,6.38494141590408
12791,374,6,863.51,1.9459101490553132,6.7621628724364315
12792,257,2,827.01,1.0986122886681098,6.719025231607016
12793,335,3,885.53,1.3862943611198906,6.787314965889217
12794,53,2,860.41,1.0986122886681098,6.758570581561217
12795,19,1,430.48,0.6931471805599453,6.067221159507229
12796,628,1,381.0,0.6931471805599453,5.945420608606575
12797,366,2,552.08,1.0986122886681098,6.315502656520417
12798,10,4,8510.93,1.6094379124341003,9.049223987863401
12799,529,1,219.35,0.6931471805599453,5.395217191287996
12800,470,3,584.25,1.3862943611198906,6.3720391063710204
12801,501,1,1071.82,0.6931471805599453,6.978045974597571
12802,187,7,2416.42,2.0794415416798357,7.7904561347426675
12803,393,1,1092.81,0.6931471805599453,6.997422293310083
12804,466,2,325.37,1.0986122886681098,5.788031707101101
12805,382,4,1434.95,1.6094379124341003,7.269581930060472
12806,435,4,2878.96,1.6094379124341003,7.9655316841446515
12807,383,1,330.35,0.6931471805599453,5.803175218534236
12808,37,5,776.7,1.791759469228055,6.656340845700898
12809,178,3,1755.94,1.3862943611198906,7.471328938486188
12810,535,2,534.99,1.0986122886681098,6.284115504180345
12811,261,5,1033.9,1.791759469228055,6.942060082674128
12812,45,1,229.64,0.6931471805599453,5.440858053330147
12813,502,3,1687.8,1.3862943611198906,7.4317734965341105
12814,102,1,125.92,0.6931471805599453,4.843556966714995
12815,148,2,1063.46,1.0986122886681098,6.970222907300612
12816,96,2,572.2,1.0986122886681098,6.351234695954017
12817,281,3,690.98,1.3862943611198906,6.539557053465902
12818,262,1,1542.08,0.6931471805599453,7.341535698070348
12819,458,1,540.52,0.6931471805599453,6.294380000200352
12820,3,11,2689.52,2.4849066497880004,7.897489762464381
12821,214,2,220.8,1.0986122886681098,5.401776074916267
12822,71,2,948.88,1.0986122886681098,6.856335660826602
12823,75,18,6501.5,2.9444389791664403,8.779941997322807
12824,60,1,397.12,0.6931471805599453,5.986753467377863
12825,521,2,518.63,1.0986122886681098,6.253117019850299
12826,3,12,2800.75,2.5649493574615367,7.937999500932137
12827,6,3,430.15,1.3862943611198906,6.066456057398334
12828,3,6,1018.71,1.9459101490553132,6.927273552128017
12829,337,3,385.3,1.3862943611198906,5.956614269672236
12830,38,6,6814.64,1.9459101490553132,8.826975250212882
12831,262,3,451.11,1.3862943611198906,6.113925513056159
12832,32,2,383.03,1.0986122886681098,5.950720674536128
12833,145,1,417.38,0.6931471805599453,6.0363901104609745
12834,283,1,312.38,0.6931471805599453,5.7474165116762626
12835,428,41,5996.83,3.7376696182833684,8.699153016126363
